,findSigExposures,best_columns,Cancer Types,Sample Names
423,0.12674130530951982,22,SP84086,Stomach-AdenoCA
424,0.4742732616258104,44,SP84086,Stomach-AdenoCA
425,0.1728714810152141,0,SP84858,Stomach-AdenoCA
426,0.0391540557306668,1,SP84858,Stomach-AdenoCA
427,0.44106591234914944,4,SP84858,Stomach-AdenoCA
428,0.013927482425432285,16,SP84858,Stomach-AdenoCA
429,0.2032402321608704,22,SP84858,Stomach-AdenoCA
430,0.129740836318667,45,SP84858,Stomach-AdenoCA
431,0.028809387745309913,0,SP105018,Stomach-AdenoCA
432,0.048311873694674344,1,SP105018,Stomach-AdenoCA
433,0.6897970449102359,2,SP105018,Stomach-AdenoCA
434,0.06457676000851255,4,SP105018,Stomach-AdenoCA
435,0.07153308015854942,16,SP105018,Stomach-AdenoCA
436,0.09697185348271795,22,SP105018,Stomach-AdenoCA
437,0.11269425407535534,0,SP84392,Stomach-AdenoCA
438,0.32489479094072377,4,SP84392,Stomach-AdenoCA
439,0.02454842893785071,20,SP84392,Stomach-AdenoCA
440,0.03498310643462348,21,SP84392,Stomach-AdenoCA
441,0.14237383335557757,25,SP84392,Stomach-AdenoCA
442,0.3605055862558691,48,SP84392,Stomach-AdenoCA
443,0.09289544825972491,0,SP105086,Stomach-AdenoCA
444,0.5962028037338494,4,SP105086,Stomach-AdenoCA
445,0.02876477575498071,20,SP105086,Stomach-AdenoCA
446,0.07093761259913836,21,SP105086,Stomach-AdenoCA
447,0.21119935965230666,22,SP105086,Stomach-AdenoCA
448,0.06946537707815954,0,SP85379,Stomach-AdenoCA
449,0.39804625522651926,4,SP85379,Stomach-AdenoCA
450,0.195820215493137,20,SP85379,Stomach-AdenoCA
451,0.33666815220218427,21,SP85379,Stomach-AdenoCA
452,0.18705953598979091,0,SP105261,Stomach-AdenoCA
453,0.03549560580232186,1,SP105261,Stomach-AdenoCA
454,0.15671064150466738,4,SP105261,Stomach-AdenoCA
455,0.6207342167032198,44,SP105261,Stomach-AdenoCA
456,0.09951741051435492,0,SP84056,Stomach-AdenoCA
457,0.23137390719950812,4,SP84056,Stomach-AdenoCA
458,0.014653383017209032,20,SP84056,Stomach-AdenoCA
459,0.0308697702136987,21,SP84056,Stomach-AdenoCA
460,0.08870749167329499,22,SP84056,Stomach-AdenoCA
461,0.5348780373819342,44,SP84056,Stomach-AdenoCA
462,0.1192974691109732,0,SP105425,Stomach-AdenoCA
463,0.03406973724101232,1,SP105425,Stomach-AdenoCA
464,0.3951891157789101,4,SP105425,Stomach-AdenoCA
465,0.018667924395107977,16,SP105425,Stomach-AdenoCA
466,0.040668933371346624,20,SP105425,Stomach-AdenoCA
467,0.09359913907109392,21,SP105425,Stomach-AdenoCA
468,0.15399561523900665,22,SP105425,Stomach-AdenoCA
